Public Food Key,Food Profile ID,Derivation,Food Name,Food Description,Sampling Details,Nitrogen Factor,Fat Factor,Specific Gravity,Analysed Portion,Unanalysed Portion,Classification,Classification Name
F009584,96,Analysed,"Wine, white, semillon","Alcoholic beverage produced by fermentation of grape juice from the semillon grape, produced with little contact with grape skins so that the wine is pale yellow in colour with little sugars remaining. Includes wine produced in Australia only. Approximately 12% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled wine made from semillon grapes (Brokenwood, McWilliams, Peter Lehmann, Tyrell's, Hungerford Hill, Kaesler, Pools Rock and Margan) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Iodine was derived from 10 samples of dry or medium-dry white table wines purchased in WA, NSW, ACT, TAS & VIC in 2004. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",6.25,0.8,0.99,100%,0%,29202,"Wines, white (including sparkling varieties)"
F009582,87,Analysed,"Wine, white, chardonnay","Alcoholic beverage produced by fermentation of grape juice produced from the chardonnay grape, with little contact with grape skins so that the wine is pale yellow in colour with little sugars remaining. Includes wine produced in Australia. Approximately 13% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled wine made from chardonnay grapes (Vasse Felix, Penfolds, Devil's Lair, Yellow Tail, Hardys, Annie's Lane, Jacob's Creek and Yalumba) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",6.25,0.8,0.99,100%,0%,29202,"Wines, white (including sparkling varieties)"
F009586,14743,Analysed,"Wine, white, riesling","Alcoholic beverage prepared by fermentation of grape juice produced from the riesling grape, with little contact with grape skins so that the wine is pale yellow in colour with some sugars remaining. Includes wine produced in Australia. Approximately 12% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled wine made from riesling grapes (Pikes, Annie's Lane, Jim Barry, Leeuwin Estate, Wynns, Leo Buring, Peter Lehmann and Pewsey Vale) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",6.25,0.8,1,100%,0%,29202,"Wines, white (including sparkling varieties)"
F009581,98,Recipe,"Wine, white","Alcoholic beverage produced by fermentation of grape juice, produced with little contact with grape skins so that the wine is pale yellow in colour. Approximately 12% v/v alcohol.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,1,100%,0%,29202,"Wines, white (including sparkling varieties)"
F009580,14737,Calculated,"Wine, white, cooked","Alcoholic beverage produced by fermentation of grape juice with little contact with grape skins, then heated until the majority of alcohol has evaporated.","The majority of nutrient data were calculated from white wine. Vitamins (folic acid, retinol, B12, D), cholesterol, fatty acids and caffeine were imputed zero.",6.25,0.8,1,100%,0%,29202,"Wines, white (including sparkling varieties)"
F009590,90,Analysed,"Wine, white, sparkling",Alcoholic beverage prepared by fermentation of grape juice produced with little grape skin contact so that the wine is pale yellow in colour and retains significant quantities of dissolved carbon dioxide. Includes wine described as brut or semi-brut in style produced in Australia and France. Approximately 12% v/v alcohol.,"Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian sparkling wine (Seppelt, Chandon, Yellowglen, Petaluma, Jansz, Arras, Mumm and Moet & Chandon) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",6.25,0.8,1,100%,0%,29202,"Wines, white (including sparkling varieties)"
F009592,14744,Analysed,"Wine, white, sweet dessert style","Alcoholic beverage prepared by fermentation of grape juice with little grape skin contact, so that the wine is golden in colour and retains a high level of residual sugars (approximately 10% sugars). Includes botrytised wine produced in Australia and New Zealand. Approximately 10% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian dessert style wine (Gramp's Botrytis Semillon, Tempus Two Botrytis Semillon, De Bortoli Noble One Botrytis Semillon, d'Arenberg The Stump Jump Sticky Chardonnay, Peter Lehman Botrytis Semillon, De Bortoli Deen Vat 5 Botrytis Semillon, Toi Toi Late Harvest Dessert Wine and Yalumba FSW 8B Botrytis Viognier) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.8,1.04,100%,0%,29202,"Wines, white (including sparkling varieties)"
F009566,80,Analysed,"Wine, fortified, port","Sweet, alcoholic beverage prepared from fermented grape juice to which additional alcohol is added. Approximately 16% v/v alcohol.","The majority of nutrient data were derived from a composite of 6 samples of Australian port or tawny port (3x Penfolds, 1x Benjamin Mildara Wines, 1x Brown Brothers and 1x Lindemans) purchased in Adelaide in 1990. Vitamins (folic acid, alpha-tocopherol, B12, D), I and caffeine were imputed zero.",6.25,0.8,1.04,100%,0%,29203,Fortified wines
F009567,81,Analysed,"Wine, fortified, sherry, dry style (approximately 1% sugars)",Fermented grape juice to which additional alcohol is added and with a low sugars content (approximately 1%). Approximately 18% v/v alcohol.,"The majority of nutrient data were derived from a composite of 6 samples of Australian dry sherry (2x McWilliams, 2x Seppelt and 2x Lindemans) purchased in Adelaide and another unspecified state in 1990. Folate was borrowed from UK CoFID 2015, 17-236 - Sherry, medium. Iodine was imputed from white wine. ",6.25,0.8,0.99,100%,0%,29203,Fortified wines
F009568,82,Analysed,"Wine, fortified, sherry, sweet style (approximately 11% sugars)",Fermented grape juice to which additional alcohol is added and with a high sugars content (approximately 11%) and a sweet flavour. Approximately 17.0% v/v alcohol.,"The majority of nutrient data were derived from a composite of 6 samples of Australian sweet sherry (2x McWilliams, 2x Seppelt and 2x Lindemans) purchased in Adelaide and another unspecified state in 1990. Folate was borrowed from UK CoFID 2015, 17-236 - Sherry, medium. Iodine was imputed from Riesling. Vitamins (folic acid, B12, D, alpha-tocopherol) and caffeine were imputed zero.",6.25,0.8,1.03,100%,0%,29203,Fortified wines
F002980,14745,Analysed,Cocoa powder,Powder produced from the liquor extracted from cocoa beans. Typically used to flavour beverages and in baking.,"The majority of nutrient data were derived from a composite of 8 samples of cocoa power (2x Nestle Plaistowe, 2x Nestle Bakers Choice, 2x Cadbury Bournville, 1x Coles and 1x Woolworths) purchased in ACT, QLD, VIC, SA and WA in 2015. Protein, fat, moisture, sugars, ash and fibre were also derived from a composite of 10 samples of cocoa powder (5x Cadbury, 2x Homebrand, 1x Savings, 1x Bilo and 1x Van Houten) purchased in Melbourne in 2002. Caffeine was also derived from a composite sample of 8 samples of cocoa powder (4x Cadbury, 1x Nestle, 2x Bilo, 1x Homebrand) purchased in VIC in 2002. Iodine and folate were also derived from a composite of 8 samples of cocoa powder (3x Cadbury, 3x Nestle and 2x Savings) purchased in Melbourne in 2006. Cholesterol, Cl, F and S were derived from a composite of 6 samples of 4 brands of cocoa powder purchased in Adelaide in 1989. Alcohol, folic acid, D and B12 were imputed zero. Note low sum of proximates, likely due to considerable uncertainty in the analysis of fibre and starch in cocoa powder - values should be used with caution.",4.74,0.96,0,100%,0%,11804,Unfortified dry beverage flavourings
F001029,511,Analysed,"Beverage base, chocolate flavour, added vitamins A, B1, B2, C & D, Ca & Fe (Milo)","Dry beverage base used to prepare a chocolate flavoured beverage with the addition of milk. Contains added iron, calcium and vitamins A, B1, B2, C and D. Typical ingredients include malted cereals, milk solids and cocoa. Milo brand is an example of such a product.","Proximates, vitamins (tocopherols, folate), I, fatty acids and tryptophan were derived from a composite of 8 samples of Milo purchased nationally in 2008. Vitamins (carotenes, B5) and remaining minerals were derived from the 8 individual samples from the same program. Vitamins (B3, B6, C, D) and Fe were derived from Milo label data collected in 2021. Caffeine was derived in a composite of 4 samples of Milo purchased in Melbourne in 2002 (Vic Dept. of Natural Resources and Environment). P and cholesterol were imputed from chocolate drinking powder with added vitamin A, B3 & Fe. B1 and Mg were imputed from Milk, powder, cow, regular fat. Retinol was estimated based on the amount of milk solids listed in Milo. Alcohol was imputed zero.",6.25,0.96,0,100%,0%,11802,Fortified dry beverage flavourings
F001068,514,Recipe,"Beverage, chocolate flavour, from Milo powder, with regular fat cows milk",Beverage prepared by mixing milo powder with regular fat cows milk.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,1.03,100%,0%,11801,Fortified beverage flavourings prepared with water or milk
F001036,512,Analysed,"Beverage base, drinking chocolate, unfortified","Unfortified powdered mixture of sugar and cocoa or chocolate used for mixing with milk or water to produce a beverage. Other ingredients may include maltodextrin, milk solids, soy lecithin, salt, flavour.","The majority of nutrient data were derived from samples of drinking chocolate purchased in Adelaide from 1989 to 1994. Caffeine was derived from a composite sample of drinking chocolate purchased in VIC in 2002. Moisture, fatty acids and amino acids were derived from a composite of 4 samples of drinking chocolate (Cadbury, Nestle, Homebrand, Savings) purchased in Adelaide in 1990. Carotenes were estimated based on Cocoa powder, adjusting for trans fat and beta-carotene equivalents. Iodine was imputed from cocoa powder. Alcohol, vitamin D and folic acid were imputed zero. Note low sum of proximates, likely due to considerable uncertainty in the analysis of fibre and starch in cocoa powder - data should be used with caution.",6.25,0.96,0,100%,0%,11804,Unfortified dry beverage flavourings
F001064,513,Recipe,"Beverage, chocolate flavour, from drinking chocolate, with regular fat cows milk",Beverage prepared by mixing drinking chocolate powder with regular fat cows milk.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,1.03,100%,0%,11803,Unfortified beverage flavourings prepared with water or milk
F003060,14953,Analysed,"Coffee, instant, dry powder or granules","Dried extract of coffee beans, used to produce a beverage by the addition of boiling water.","The majority of nutrient data were derived from a composite of 8 samples of instant coffee (2x Nescafe Blend 43, 1x Nescafe Gold - Rich Roast, 1x Moccona Classic Medium, 1x Nescafe Gold Original, 1x Moccona Classic Dark, 1x International Roast and 1x Moccona Espresso Style) purchased in WA, SA, VIC, QLD and ACT in 2014. Caffeine was derived from individual analysis of the same samples. Values for galactose and organic acids were taken from International Agency for Research on Cancer (IARC). IARCC Journal (1991) Vol 51 pages 66-89. Alcohol and vitamins (folic acid, D, B12) were imputed zero. Note very low sum of proximates, likely due to the difficulties in the analysis of coffee powder, particularly in relation to carbohydrates, maillard reaction products and acidic materials. However, these differences were unlikely to be of any nutritional significance.",5.3,0.8,0,100%,0%,11205,"Dry coffee powder, caffeinated or decaffeinated"
